         * d:\analog_vlsi\mixed_signal_projects\3-bit_adc\3-bit_adc.cir
         Transient Analysis  Wed Mar 30 14:19:52  2022
--------------------------------------------------------------------------------
Index   time            a0              a1              a2              
--------------------------------------------------------------------------------
0	0.000000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
1	1.000000e-03	2.248093e-01	4.499980e-01	6.749997e-01	
2	2.000000e-03	2.248093e-01	4.499980e-01	6.749997e-01	
3	4.000000e-03	2.248093e-01	4.499980e-01	6.749997e-01	
4	8.000000e-03	2.248093e-01	4.499980e-01	6.749997e-01	
5	1.600000e-02	2.248093e-01	4.499980e-01	6.749997e-01	
6	3.200000e-02	2.248093e-01	4.499980e-01	6.749997e-01	
7	6.400000e-02	2.248061e-01	4.499916e-01	6.749901e-01	
8	1.280000e-01	2.248093e-01	4.499980e-01	6.749997e-01	
9	2.560000e-01	2.248093e-01	4.499980e-01	6.749997e-01	
10	4.560000e-01	2.248093e-01	4.499980e-01	6.749997e-01	
11	6.560000e-01	2.247977e-01	4.499747e-01	6.749648e-01	
12	8.560000e-01	2.248093e-01	4.499980e-01	6.749997e-01	
13	1.056000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
14	1.256000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
15	1.456000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
16	1.656000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
17	1.856000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
18	2.056000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
19	2.256000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
20	2.456000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
21	2.656000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
22	2.856000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
23	3.056000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
24	3.256000e+00	2.248091e-01	4.499975e-01	6.749989e-01	
25	3.456000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
26	3.481000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
27	3.531000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
28	3.631000e+00	2.247393e-01	4.498585e-01	6.747905e-01	
29	3.831000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
30	4.031000e+00	2.248093e-01	4.499980e-01	6.749997e-01	
31	4.231000e+00	2.248093e-01	4.499978e-01	6.749994e-01	
32	4.431000e+00	2.248093e-01	4.499980e-01	6.749996e-01	
33	4.631000e+00	2.248093e-01	4.499980e-01	4.536611e-08	
34	4.831000e+00	2.248092e-01	4.356649e-01	3.832702e-08	
35	5.031000e+00	2.248074e-01	4.499088e-07	3.826860e-08	
36	5.231000e+00	2.242938e-01	4.071426e-07	3.810601e-08	
37	5.256000e+00	2.170808e-01	4.068234e-07	3.817928e-08	
38	5.306000e+00	3.728617e-04	4.057618e-07	3.817957e-08	
39	5.406000e+00	9.832733e-05	4.047828e-07	3.817793e-08	
40	5.606000e+00	6.871832e-05	4.042960e-07	3.817821e-08	
41	5.806000e+00	6.448354e-05	4.041851e-07	3.817715e-08	
42	6.006000e+00	6.443711e-05	4.041779e-07	3.817795e-08	
43	6.206000e+00	6.459402e-05	4.041880e-07	3.817717e-08	
44	6.406000e+00	6.918939e-05	4.043076e-07	3.817820e-08	
45	6.606000e+00	1.046320e-04	4.048533e-07	3.817803e-08	
46	6.806000e+00	2.246919e-01	4.094878e-07	3.818150e-08	
47	7.006000e+00	2.248079e-01	4.852217e-07	3.820240e-08	
48	7.206000e+00	2.248098e-01	4.499955e-01	3.857403e-08	
49	7.406000e+00	2.248089e-01	4.499980e-01	5.525032e-08	
50	7.606000e+00	2.248098e-01	4.499980e-01	6.749997e-01	
51	7.806000e+00	2.248061e-01	4.499925e-01	6.749914e-01	
52	8.006000e+00	2.248098e-01	4.499980e-01	6.749997e-01	
53	8.206000e+00	2.248089e-01	4.499980e-01	6.749997e-01	
54	8.406000e+00	2.248050e-01	4.499884e-01	6.749854e-01	

Index   time            a0              a1              a2              
--------------------------------------------------------------------------------
55	8.606000e+00	2.248089e-01	4.499980e-01	6.749997e-01	
56	8.806000e+00	2.248098e-01	4.499980e-01	6.749997e-01	
57	9.006000e+00	2.248089e-01	4.499980e-01	6.749997e-01	
58	9.206000e+00	2.248098e-01	4.499980e-01	6.749997e-01	
59	9.406000e+00	2.248089e-01	4.499980e-01	6.749997e-01	
60	9.606000e+00	2.248098e-01	4.499980e-01	6.749997e-01	
61	9.806000e+00	2.248089e-01	4.499980e-01	6.749997e-01	
62	1.000000e+01	2.248098e-01	4.499980e-01	6.749997e-01	

         * d:\analog_vlsi\mixed_signal_projects\3-bit_adc\3-bit_adc.cir
         Transient Analysis  Wed Mar 30 14:19:52  2022
--------------------------------------------------------------------------------
Index   time            a3              a4              a5              
--------------------------------------------------------------------------------
0	0.000000e+00	8.999998e-01	2.662670e-08	1.316692e-08	
1	1.000000e-03	8.999998e-01	2.718553e-08	1.316733e-08	
2	2.000000e-03	8.999998e-01	2.774332e-08	1.316776e-08	
3	4.000000e-03	8.999998e-01	2.894827e-08	1.316865e-08	
4	8.000000e-03	8.999998e-01	3.206471e-08	1.317051e-08	
5	1.600000e-02	8.999998e-01	4.393254e-08	1.317468e-08	
6	3.200000e-02	8.999998e-01	3.977250e-07	1.318518e-08	
7	6.400000e-02	8.999870e-01	7.510834e-04	1.321889e-08	
8	1.280000e-01	8.999998e-01	1.124999e+00	1.340035e-08	
9	2.560000e-01	8.999998e-01	1.125000e+00	1.747487e-08	
10	4.560000e-01	8.999998e-01	1.125000e+00	1.350000e+00	
11	6.560000e-01	8.999532e-01	1.124942e+00	1.349930e+00	
12	8.560000e-01	8.999998e-01	1.125000e+00	1.350000e+00	
13	1.056000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
14	1.256000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
15	1.456000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
16	1.656000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
17	1.856000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
18	2.056000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
19	2.256000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
20	2.456000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
21	2.656000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
22	2.856000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
23	3.056000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
24	3.256000e+00	8.999988e-01	1.124999e+00	1.349998e+00	
25	3.456000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
26	3.481000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
27	3.531000e+00	8.999998e-01	1.125000e+00	1.350000e+00	
28	3.631000e+00	8.997209e-01	1.124651e+00	2.960065e-02	
29	3.831000e+00	8.999998e-01	1.125000e+00	1.364779e-08	
